change_id	line_id	master_pdf_page	before	after	old_substring	new_substring	category	reason	confidence	evidence	source_authority	source_sha256	canonical_Arabic_changed	status
S01-R3-017	AB01-PDF0034-notes_right-L005	34	« getur et in Commentario Geber iam prolixe dictum	« getur et in Commentario Geber tam prolixe dictum	Geber iam	Geber tam	digital_transcription	The initial letter of tam has a crossbar in the source, not an i dot.	high	history/interrupted_reread/qa/triage_contact_025-032.png T032	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-018	AB01-PDF0035-notes_left-L005	35	(2) <n>Ed. Browne</n>, <i>A handlist of the muham-</i>	(2) <n>Ed. Browne</n>, <i>A hundlist of the muham-</i>	handlist	hundlist	digital_transcription	The historical bibliographic title visibly prints u, not a. Preserve the apparent printed error instead of correcting the title silently.	high	history/interrupted_reread/qa/proof_035_native.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-019	AB01-PDF0039-body-L006	39	<i>Alpharabius, Anaritius, Asaphar, Asarchel</i> seu <i>Arzachel, Azophi</i>, aliaque multa virorum	<i>Alpharabius, Anaritius, Asaphar, Azarchel</i> seu <i>Arzachel, Azophi</i>, aliaque multa virorum	Asarchel	Azarchel	digital_transcription	The italic name has z, not s; restore the witnessed spelling.	high	history/interrupted_reread/qa/triage_contact_033-040.png T038	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-020	AB01-PDF0039-body-L015	39	<i>gula alchatain, alhigera, alkali, alkehengi, alchimia, alambicus, alchermes, alkohol, alge-</i>	<i>gula alchatain, alhigera, alkali, alkekengi, alchimia, alambicus, alchermes, alkohol, alge-</i>	alkehengi	alkekengi	digital_transcription	Native crop resolves the second k by comparison with the first k in the same word.	high	qa/v003/p39_alkekengi.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-021	AB01-PDF0039-body-L016	39	<i>bra</i> etc., et, astronomiam atque astrologiam quod attinet, <i>almagesti</i> seu <i>almagestrum, alma-</i>	<i>bra</i> etc., et, astronomiam atque astrologiam quod attinet, <i>almagesti</i> seu <i>almagestum, alma-</i>	almagestrum	almagestum	digital_transcription	The print has no r between t and u; remove the inserted digital letter.	high	history/interrupted_reread/qa/triage_contact_033-040.png T040	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-022	AB01-PDF0050-notes_right-L003	50	1903, t. I, p. 170, al-Battānī dicit « nato a Batan nella	1903, t. I, p. 170, al-Battānī dicit « nato a Balan nella	Batan	Balan	digital_transcription	Native source has a tall l without the crossbar of t. Preserve this historical quotation even if its place-name is erroneous.	high	qa/v003/p50_Balan.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-023	AB01-PDF0039-body-L019	39	<i>alcobol, almemen, alichorad, alfazim, alhylech, alcochoden, algebugthar, azemena</i>, praeter	<i>alcobol, almenen, alichorad, alfazim, alhylech, alcochoden, algebugthar, azemena</i>, praeter	almemen	almenen	digital_transcription	Restore the visibly printed historical spelling; retain even nonstandard or potentially erroneous forms, without lexical normalization.	high	history/interrupted_reread/qa/triage_contact_041-048.png T041	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-024	AB01-PDF0039-body-L023	39	lato: diff. IV, cap. 10 (ed. 1485, f. dd5,v.–dd6,r.): « et ex hoc <i>amanbaharat</i> [corr. <i>anawba-</i>	lato: diff. IV, cap. 10 (ed. 1485, f. dd5,v.–dd6,r.): « et ex hoc <i>amanbaharat</i> [corr. <i>anauba-</i>	anawba	anauba	digital_transcription	Restore the visibly printed historical spelling; retain even nonstandard or potentially erroneous forms, without lexical normalization.	high	history/interrupted_reread/qa/triage_contact_041-048.png T042	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-025	AB01-PDF0039-notes_left-L011	39	<i>magisterium iudiciorum astrorum, interpretatus</i>	<i>magisterium iuditiorum astrorum, interpretatus</i>	iudiciorum	iuditiorum	digital_transcription	Restore the visibly printed historical spelling; retain even nonstandard or potentially erroneous forms, without lexical normalization.	high	history/interrupted_reread/qa/triage_contact_041-048.png T043	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-026	AB01-PDF0039-notes_right-L016	39	<i>lavie</i> (<i>laulabiyyah</i>, spirales) et 165 « <i>mutasicha</i> »	<i>lavie</i> (<i>lawlabiyyah</i>, spirales) et 165 « <i>mutasicha</i> »	laulabiyyah	lawlabiyyah	digital_transcription	Restore the visibly printed historical spelling; retain even nonstandard or potentially erroneous forms, without lexical normalization.	high	history/interrupted_reread/qa/triage_contact_041-048.png T045	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-027	AB01-PDF0039-notes_right-L018	39	« aliqua stella ex <i>albememia</i> » (l. <i>albeibeniis</i>), quia	« aliqua stella ex <i>albemenia</i> » (l. <i>albeibeniis</i>), quia	albememia	albemenia	digital_transcription	Restore the visibly printed historical spelling; retain even nonstandard or potentially erroneous forms, without lexical normalization.	high	history/interrupted_reread/qa/triage_contact_041-048.png T046	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-028	AB01-PDF0041-notes_right-L003	41	XVII caput Albatenii intelligens: « ce que dit.... Al-	XVIII caput Albatenii intelligens: « ce que dit.... Al-	XVII caput	XVIII caput	digital_transcription	Restore all three I strokes after V in the printed chapter reference.	high	history/interrupted_reread/qa/triage_contact_049-056.png T053	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-029	AB01-PDF0042-body-L022	42	dendo enneadecaeteridem Methonis (235 menses synodicos Hipparchi complectentem) per 19,	dendo enneadecateridem Methonis (235 menses synodicos Hipparchi complectentem) per 19,	enneadecaeteridem	enneadecateridem	digital_transcription	The source has no e between ca and te; preserve the historical spelling rather than regularizing the Greek-derived term.	high	history/interrupted_reread/qa/triage_contact_049-056.png T056	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-030	AB01-PDF0043-body-L017	43	<i>sṭandīnā lě da‘at al-Battānī wě lě da‘at hā ḥākām ‘Immānū’ēl ba‘al hak-kěnāphīm</i> (6).	<i>sṭandūnā lě da‘at al-Battānī wě lě da‘at hā ḥākām ‘Immānū’ēl ba‘al hak-kěnāphīm</i> (6).	sṭandīnā	sṭandūnā	digital_transcription	The native printed vowel between d and n is ū, not ī. No other transliteration sign is normalized.	high	history/interrupted_reread/qa/triage_contact_057-064.png T063	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-031	AB01-PDF0043-notes_left-L018	43	(3) Col. 342 editionis quam illius VIII tractatus,	(3) Col. 312 editionis quam illius VIII tractatus,	342	312	digital_transcription	The printed column reference is 312, not 342.	high	history/interrupted_reread/qa/triage_contact_065-072.png T066	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-032	AB01-PDF0044-notes_left-L011	44	« comprobant evidenter. Absit enim ut tantus philo-	« comprobat evidenter. Absit enim ut tantus philo-	comprobant	comprobat	digital_transcription	The source has comprobat without n; restore the singular verb as witnessed.	high	history/interrupted_reread/qa/triage_contact_065-072.png T071	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-033	AB01-PDF0044-notes_right-L004	44	« <i>sanis Vuintoniensibus</i> et aliis ». Ex hoc loco ta-	« <i>sanis Vuintoniensibus</i> et alijs ». Ex hoc loco ta-	aliis	alijs	digital_transcription	The second i is printed as j in the historical quotation; preserve that orthography.	high	history/interrupted_reread/qa/triage_contact_073-080.png T073	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-034	AB01-PDF0047-notes_left-L019	47	« aliis locis excentrici Solis [i. e. extra apogeum] cum	« aliis locis ecentrici Solis [i. e. extra apogeum] cum	excentrici	ecentrici	digital_transcription	The quotation prints ecentrici without x; preserve the source spelling.	high	history/interrupted_reread/qa/triage_contact_073-080.png T076	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-035	AB01-PDF0048-body-L017	48	parum inservientes; « for in and near these Places were made all the Observations whereby	paucum inservientes; « for in and near these Places were made all the Observations whereby	parum	paucum	digital_transcription	The print reads paucum, not parum; both c and u are visible.	high	history/interrupted_reread/qa/triage_contact_073-080.png T077	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-036	AB01-PDF0051-notes_right-L004	51	« aux vera, est solummodo remotior locus excentrici	« aux vera, est solummodo remotior locus ecentrici	excentrici	ecentrici	digital_transcription	The historical quotation prints ecentrici without x; preserve its orthography.	high	history/interrupted_reread/qa/triage_contact_081-088.png T085	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-037	AB01-PDF0052-body-L003	52	periebantur (3). Bis contra e quibusdam Almagesti exemplaribus insulsa illa Graeca <i>afāǵiyūn</i>	periebantur (3). Bis contra e quibusdam Almagesti exemplaribus insulsa illa Graeca <i>afīǵiyūn</i>	afāǵiyūn	afīǵiyūn	digital_transcription	Native enlargement resolves ī after f; the g-acute and remaining transliteration are retained.	high	history/interrupted_reread/qa/proof_086_native.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-038	AB01-PDF0052-body-L004	52	et <i>ferǵiyūn</i> accepit, de quibus p. 282 (cfr. p. xxxvii, adn.) disserui, et Graeca ventorum nomina	et <i>ferīǵiyūn</i> accepit, de quibus p. 282 (cfr. p. xxxvii, adn.) disserui, et Graeca ventorum nomina	ferǵiyūn	ferīǵiyūn	digital_transcription	Restore the visible ī between r and g-acute.	high	history/interrupted_reread/qa/proof_087_native.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-039	AB01-PDF0056-body-L006	56	<i>Tangentes</i> et <i>cotangentes</i> in usum dumtaxat gnomonicae adhibet, non tanquam veras	<i>Tangentes</i> et <i>cotangentes</i> in usum dumtaxat gnomonicae adhibet, non tamquam veras	tanquam	tamquam	digital_transcription	The printed connective uses m; preserve this instance rather than imposing a uniform spelling.	high	history/interrupted_reread/qa/triage_contact_089-096.png T092	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-040	AB01-PDF0058-body-L004	58	et Arabis <n>Maslem</n> (i. e. Maslamah al-Maǵrīṭī) observationes interiecit.	et Arabis <n>Maslem</n> (i. e. Maslamah al-Maǵrīṭī) observationes interpres interiecit.	observationes interiecit	observationes interpres interiecit	digital_transcription	Restore the complete printed word interpres omitted by the digital transcription.	high	history/interrupted_reread/qa/triage_contact_089-096.png T096	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-041	AB01-PDF0059-body-L008	59	<i>menta astronomica</i> <n>Alfragani</n>. <i>Item</i> <n>Albategnius</n> <i>astronomus peritissimus de motu</i>	<i>menta astronomica</i> <n>Alfragrani</n>. <i>Item</i> <n>Albategnius</n> <i>astronomus peritissimus de motu</i>	Alfragani	Alfragrani	digital_transcription	The source name contains an additional r after g. Restore it without bibliographic correction.	high	qa/v003/p59_Alfragrani.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-042	AB01-PDF0059-notes_right-L009	59	scimus (aequationes ubique terrarum immutatae ex-	scimus (aequationes ubique terrarum immutata ex-	immutatae	immutata	digital_transcription	The source prints immutata, without final e; do not silently regularize agreement.	high	history/interrupted_reread/qa/triage_contact_097-104.png T101	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-043	AB01-PDF0060-body-L032	60	differt. Postea appendix inscripta « <i>De opere isto quod ad caeli similitudinem formatur</i> »,	differt. Postea adpendix inscripta « <i>De opere isto quod ad caeli similitudinem formatur</i> »,	appendix	adpendix	digital_transcription	Preserve the witnessed dp spelling.	high	history/interrupted_reread/qa/triage_contact_097-104.png T102	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-044	AB01-PDF0061-body-L011	61	quoque exstans, cui subsequitur alhidadae (seu triquetri); haec pars explicit: « genit capitum	quoque exstans, cui subsequitur alhidadae (seu triquetri); haec pars explicit: « çenit capitum	genit	çenit	digital_transcription	Native enlargement shows c with cedilla, not g; restore the exact historical word form.	high	qa/v003/p61_cenit.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-045	AB01-PDF0062-body-L034	62	bus clavis in polos eclipticae infigendis connectitur globo, ita ut circa clavos illos leviter volvi	bus clavis in polos eclipticae infigendis connectetur globo, ita ut circa clavos illos leviter volvi	connectitur	connectetur	digital_transcription	The source vowel is e after t; preserve the printed inflection.	high	history/interrupted_reread/qa/triage_contact_097-104.png T104	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-046	AB01-PDF0063-body-L022	63	« dabis ut rotunde sedili assilientur [l. assimilentur?], et super ipsius sedili libra circulum ada-	« dabis ut rotunde sedili assilientur [l. assimiletur?], et super ipsius sedili libra circulum ada-	assimilentur	assimiletur	digital_transcription	The bracketed historical proposed reading is singular assimiletur; do not change its inflection.	high	history/interrupted_reread/qa/triage_contact_105-112.png T105	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-047	AB01-PDF0065-body-L022	65	<n>Alkasem filius Achasith</n> <i>de natiuitatum reuolutionibus</i>, ex Arabico. Auctor, al-	<n>Alkasem filius Achasith</n> <i>de nativitatum revolutionibus</i>, ex Arabico. Auctor, al-	natiuitatum reuolutionibus	nativitatum revolutionibus	digital_transcription	Both historical printed consonants are v, not u; restore the typography of this title only.	high	history/interrupted_reread/qa/triage_contact_105-112.png T106; history/interrupted_reread/qa/proof_106_native.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
S01-R3-048	AB01-PDF0066-body-L016	66	tur (7). Incipit: « <i>Aquì se comienza el libro de los canones de Albateni que mandò escreuir	tur (7). Incipit: « <i>Aquì se comienza el libro de los canones de Albateni que mandò escrevir	escreuir	escrevir	digital_transcription	The historical Spanish quotation prints v; preserve it rather than imposing a u/v convention.	high	history/interrupted_reread/qa/triage_contact_105-112.png T107; history/interrupted_reread/qa/proof_107_native.png	SRC01 native page pixels; no outside text substituted	544c16b6355c9b74e281aded657d657224bff738366d5260e1a610d31b0d6297	False	ACCEPTED_IN_V003_PRODUCTION_NOT_INDEPENDENTLY_AUDITED
