sheet	candidate_ids	image_sha256	decision	qualification
general_contact_145-152.png	G145–G152	37530c4ce1914274dc4f857737fca2e11cca992fb53d463f2e078348942b9661	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_153-160.png	G153–G160	76f85f03b45852c57b463bb70b92d777e1377aab879375b147ffecb4b5021381	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_161-168.png	G161–G168	60860b457eb0b7af055075a27188a135b93968e66c8a3c6bc6dd04a2bfc689c0	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_169-176.png	G169–G176	02161ca121a91292bbea54640d9cd5f87bdfdf222f48ded191a2419e9908e503	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_177-184.png	G177–G184	b715571a26e871bf4649301a6db7eae9fcfecf7bafe9f78eae24154190405ab6	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_185-192.png	G185–G192	f8ecd918860707de6f62e977de8f854e9a535fdf93e8f44438b977c33ad86e91	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_193-200.png	G193–G200	56bc750dd5e53797a04e4d4954f38131d67f850a49dad82388da3fce6aebad3c	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_201-208.png	G201–G208	db71d12c9301deee03af4d2e22128d4930d6db07d8e889d62d9f95e1bf694687	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_209-216.png	G209–G216	edda342ea14b9dff0169c8bca0a14f7b0416b3f2da203bd502a9ec51afd757a9	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_217-224.png	G217–G224	27134053b22ab71364b33a3797feeaf1425a0e70813bcd6fb964bd70ed68138c	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_225-232.png	G225–G232	43b1b8de0801cccdfa5d54821da561f5e3f4dae0a3b9a2dcd097502dbb08be72	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_233-240.png	G233–G240	4a32c820bc6a0c34103c4a9e5ba8c30a0f906d11a6847f4ba64664c4b7f9fc79	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_241-248.png	G241–G248	7a9c9a6cc7f529c45cb62979c1125c5379deb1a3b9077a6b74438dd3c8699168	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_249-256.png	G249–G256	359fdc78938c559a72dc7d46066cc2490c9e75695176cdb185d44476d7d3c7a7	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_257-264.png	G257–G264	a78586bdf382fcdd33ebe5abe8775c12f518b4a02e582edb284cdff114e1dfdd	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_265-272.png	G265–G272	31da8ee16aac35a2151d6af36150c1c2f613b5621beccd339f398d755dbf9801	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_273-280.png	G273–G280	a24358813f287ef4340bd578b0a02f7cb3d4886b5715882ce59fceaf332219fe	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_281-288.png	G281–G288	a16578a4ec6e8f64ce637783856f6718a1c8fa217e382014b80b6dff529f5df3	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_289-296.png	G289–G296	a032c364c1ca4de07a13d812b47583f3f7f9c2bb6cff6f9da8de271dc0809e88	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_297-304.png	G297–G304	3cc562967f07b9224c6cd6ac156f81ebf85f3ef9a64002941de0a62869283f75	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_305-312.png	G305–G312	39eca9878e6c7cfda62a0c10604db8dca5a9342908e4d340c64f4c86c9a830b1	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_313-320.png	G313–G320	308ce813eeae54e114ebbcb675bf0ae5bea1ecf9956cc8fe72d35d2aa2e22a4d	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_321-328.png	G321–G328	208bf2507ca87f5ed790354fc9c87892c8ae655aac67c75b8710366e9acf3c22	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_329-336.png	G329–G336	6fa636b9a702b552b3b13b7f57634dff1c656386f24ee9943e44b1ef91c4a281	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_337-344.png	G337–G344	add07be8b8eb29cec11c48dadd92f6d3e58cc2ce9124591f15e9d5c0344a705d	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_345-352.png	G345–G352	20d8cbf642b0ee5a2086073a0916511468bd68de6e177dc02257849458880a4f	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_353-360.png	G353–G360	aa04320200b508c7241a7a4d9a1056e15f2526967ea220d5504e86829364a8d5	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_361-368.png	G361–G368	4e2cfc83afd1d68072603b13999f522407ca10f682616a8d5a099d7a138b487e	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_369-376.png	G369–G376	6420f8f7b954b7ddb1c9c00313e20c5e7ee3d22edd9d618a60b05c4b89fa7d07	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_377-384.png	G377–G384	7a6ff86624a91d779483f0079991d93c7030083fd9bfa5101cb55be26a418088	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_385-392.png	G385–G392	d471fbc78b8befaf351d00cde0ee24e24026de956afa2fd18f52f70aa0ee2579	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_393-400.png	G393–G400	da88b845bdc7cfafdffb40eac27b796ee2bfd16d795bd2365d7ea60d762277df	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_401-408.png	G401–G408	3745fb2bd05be5d6fd74332f7c96bc73ba8ace652707f4f2685c863c1da881f6	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_409-416.png	G409–G416	b4b43dddcba6e639331b535495e05c88f5f1d3099113f23e931bf2d2e8c38d72	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_417-424.png	G417–G424	781608ef97e3e6bbc297da4ea89533e64ee83bcf122cfabc3f7c359c43a2801a	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_425-432.png	G425–G432	7742a85840c928ab551804e76ac29e9a22396a1c734c713da5293eaa123b0b15	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_433-440.png	G433–G440	72061d38bfdab97e0f49c6a02ced250575eca90de9fdc0eb36b9ada011357f46	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_441-448.png	G441–G448	a63ddfdbfde65bd279303cd87aab566fb24c2f11d99fb66758fee1d044b08b30	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_449-456.png	G449–G456	22ad9489a397723430109b60c9ddeb914d8c2e14be5b24ecfec35bfcd7e3ddb4	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_457-464.png	G457–G464	df1bca9f2777ed8fcab61d75d43ff46e607919f26de6ec81023ee6ba63345166	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_465-472.png	G465–G472	2f25e2a30f1d2fbfbb71b92aec5547ec9b9f6e287f8656c6bdbb22cf23dc265b	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_473-480.png	G473–G480	ce447350796d57e8b2dec7a04943202b88bd6b87d389a557d4d86351064a9e1b	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_481-488.png	G481–G488	db2647a5fdfa1519e22fb06707f6285d2a6fc1b6159c51d587f52bd7d0d4ae81	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_489-496.png	G489–G496	16e136cf9fc24ce3b3eedc45ed109ddb9f462f25d56c10778f0feada16d3b281	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_497-504.png	G497–G504	1f04c455a02ab01c9f2105c6d944de5b80ae159a7fbaf11c097d53d5fff056d7	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_505-512.png	G505–G512	b9919d30a791b3757c07ec38037af4cfec91df1697c45bbc8468a8b53a34facb	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_513-520.png	G513–G520	e603f8cc6438e9439792762d119753a984ff0963d012ac1796df3957a11cfe92	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_521-528.png	G521–G528	e5d797f5bf5417af701c3f110b0984032fcd6c0dcedb730eb6703c88a3acffd3	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_529-536.png	G529–G536	d534354b0e752e7104179e4f539f508f9dce7b109d81150adbb5562538219a7f	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_537-544.png	G537–G544	eafe33ac72ee12354dfe7f342ae994a59abd020abe64f0337a42d87389d93a5f	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_545-552.png	G545–G552	20a558c6a00739abea71d8a2c605f182ef0f9d4e2d5e043feecb72a3b1876247	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_553-560.png	G553–G560	768efac98bbd408a2c79eb52b9b6b10e1814cdd9ea83775910edaee5aacb030b	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
general_contact_561-562.png	G561–G562	f4abd6ecae0b8e44a36fae912b1dbd1ff2817b978b777ccfc687126ee2f348fd	Source snippets inspected; v002 retained except explicitly registered successor changes.	Visual reread by current producing assistant; not an independent audit.
triage_contact_001-008.png	T001–T008	e1538340bca9cb4e885cf10aff4ebd6b3cb6012e43f2a02086b78cf4a21f97db	Targeted source snippets visually reread. Confirmed changes are in v003_changes; ambiguous damaged letters are not silently regularized. This is targeted replay, not a complete new line-by-line audit.	Visual reread by current producing assistant; not an independent audit.
triage_contact_009-016.png	T009–T016	5692d3aa9736db75113c285c744b16ac60464c9cc75a6916ddfcd58bfc304595	Targeted source snippets visually reread. Confirmed changes are in v003_changes; ambiguous damaged letters are not silently regularized. This is targeted replay, not a complete new line-by-line audit.	Visual reread by current producing assistant; not an independent audit.
triage_contact_017-024.png	T017–T024	207491e5de6628bd321c4fc491b6ce3c14ca76fdd329400de6b43a2581171234	Targeted source snippets visually reread. Confirmed changes are in v003_changes; ambiguous damaged letters are not silently regularized. This is targeted replay, not a complete new line-by-line audit.	Visual reread by current producing assistant; not an independent audit.
triage_contact_025-032.png	T025–T032	ea013abf97c2b76b2c895de669472823ecf5ab4dbb9e5a37859d638c5a1e5bf5	Targeted source snippets visually reread. Confirmed changes are in v003_changes; ambiguous damaged letters are not silently regularized. This is targeted replay, not a complete new line-by-line audit.	Visual reread by current producing assistant; not an independent audit.
triage_contact_033-040.png	T033–T040	9efb6af023ac47c25d6faca9b6955dadec9ade867c858a521bfe4ab4780c042e	Targeted source snippets visually reread. Confirmed changes are in v003_changes; ambiguous damaged letters are not silently regularized. This is targeted replay, not a complete new line-by-line audit.	Visual reread by current producing assistant; not an independent audit.
triage_contact_041-048.png	T041–T048	fe41b6d91ee86260ffeecb6cdbe98eb20ed4de1f5c9d240abf743495fb601fc2	Targeted source snippets visually reread. Confirmed changes are in v003_changes; ambiguous damaged letters are not silently regularized. This is targeted replay, not a complete new line-by-line audit.	Visual reread by current producing assistant; not an independent audit.
triage_contact_049-056.png	T049–T056	fd7f26dfff5557768884ffa3fda66099cbe5a5dd6006495e657dd08a35c4e70f	Targeted source snippets visually reread. Confirmed changes are in v003_changes; ambiguous damaged letters are not silently regularized. This is targeted replay, not a complete new line-by-line audit.	Visual reread by current producing assistant; not an independent audit.
triage_contact_057-064.png	T057–T064	691a9eab1f233c4244a842588a43bcb979f36d58a27e444d64a06243c8b16678	Targeted source snippets visually reread. Confirmed changes are in v003_changes; ambiguous damaged letters are not silently regularized. This is targeted replay, not a complete new line-by-line audit.	Visual reread by current producing assistant; not an independent audit.
triage_contact_065-072.png	T065–T072	818222dc87063b34a6e30308c2b90f2fde1b7284e8745cd200c078ac9912612a	Targeted source snippets visually reread. Confirmed changes are in v003_changes; ambiguous damaged letters are not silently regularized. This is targeted replay, not a complete new line-by-line audit.	Visual reread by current producing assistant; not an independent audit.
triage_contact_073-080.png	T073–T080	8a86fa9f6d51432a86674376989599c1fe0a40e93677afb909b49992845b3ecf	Targeted source snippets visually reread. Confirmed changes are in v003_changes; ambiguous damaged letters are not silently regularized. This is targeted replay, not a complete new line-by-line audit.	Visual reread by current producing assistant; not an independent audit.
triage_contact_081-088.png	T081–T088	bfcb0e3cd5d44be780c4761cbf8b53ca6df60191f5950f9cb1a59a994c81ed9a	Targeted source snippets visually reread. Confirmed changes are in v003_changes; ambiguous damaged letters are not silently regularized. This is targeted replay, not a complete new line-by-line audit.	Visual reread by current producing assistant; not an independent audit.
triage_contact_089-096.png	T089–T096	8f3c9037241edb2a6e36d94f8c79fd557df870b5d6652eb45c6242c4edec37bb	Targeted source snippets visually reread. Confirmed changes are in v003_changes; ambiguous damaged letters are not silently regularized. This is targeted replay, not a complete new line-by-line audit.	Visual reread by current producing assistant; not an independent audit.
triage_contact_097-104.png	T097–T104	67c26d125596f22da7c1766b8785c85553aaebd0a3065d1f89978a6a4922c0d6	Targeted source snippets visually reread. Confirmed changes are in v003_changes; ambiguous damaged letters are not silently regularized. This is targeted replay, not a complete new line-by-line audit.	Visual reread by current producing assistant; not an independent audit.
triage_contact_105-112.png	T105–T112	8eac1786ae38970005a47e559dec9cdfdff95375291679de619d727e67d00ea8	Targeted source snippets visually reread. Confirmed changes are in v003_changes; ambiguous damaged letters are not silently regularized. This is targeted replay, not a complete new line-by-line audit.	Visual reread by current producing assistant; not an independent audit.
triage_contact_113-120.png	T113–T120	cf285d4b438858459df532f6ec3d27e3b77446f1a93dbb92718ee750e5494727	Targeted source snippets visually reread. Confirmed changes are in v003_changes; ambiguous damaged letters are not silently regularized. This is targeted replay, not a complete new line-by-line audit.	Visual reread by current producing assistant; not an independent audit.
triage_contact_121-128.png	T121–T128	66cd0f584ee8b98dd3d1683ca1393926a9702353e935fa7450e51f43f5c1a7d5	Targeted source snippets visually reread. Confirmed changes are in v003_changes; ambiguous damaged letters are not silently regularized. This is targeted replay, not a complete new line-by-line audit.	Visual reread by current producing assistant; not an independent audit.
triage_contact_129-136.png	T129–T136	b0594c65bb2ca1e3a64fb2fa7fac8bed54b4a7db6e38d0ffd0a08d21482caa71	Targeted source snippets visually reread. Confirmed changes are in v003_changes; ambiguous damaged letters are not silently regularized. This is targeted replay, not a complete new line-by-line audit.	Visual reread by current producing assistant; not an independent audit.
triage_contact_137-144.png	T137–T144	87d9efb2e45479303135c563b7a3f8f4e2fcf45f94407c4283d4f746d97ea6d9	Targeted source snippets visually reread. Confirmed changes are in v003_changes; ambiguous damaged letters are not silently regularized. This is targeted replay, not a complete new line-by-line audit.	Visual reread by current producing assistant; not an independent audit.
triage_contact_145-152.png	T145–T152	3c514c52aaca1980fcc8596909b7fd0079e429c61047ead2df99e989b65c47ca	Targeted source snippets visually reread. Confirmed changes are in v003_changes; ambiguous damaged letters are not silently regularized. This is targeted replay, not a complete new line-by-line audit.	Visual reread by current producing assistant; not an independent audit.
triage_contact_153-160.png	T153–T160	fb8833290e98d850b4413d9dc545faa1bf8ab7b3224ed710b062430c0a175eff	Targeted source snippets visually reread. Confirmed changes are in v003_changes; ambiguous damaged letters are not silently regularized. This is targeted replay, not a complete new line-by-line audit.	Visual reread by current producing assistant; not an independent audit.
triage_contact_161-164.png	T161–T164	b8202111d98762e217270e3c1b9b0315dac1e394d326bcad4befc42f6eab3689	Targeted source snippets visually reread. Confirmed changes are in v003_changes; ambiguous damaged letters are not silently regularized. This is targeted replay, not a complete new line-by-line audit.	Visual reread by current producing assistant; not an independent audit.
